"Name","Allocate L0","Keygen L0","Sign L0","Verify L0","Allocate L1","Keygen L1","Sign L1","Verify L1","Allocate L10","Keygen L10","Sign L10","Verify L10","Allocate L100","Keygen L100","Sign L100","Verify L100","Allocate L1000","Keygen L1000","Sign L1000","Verify L1000","Allocate L10000","Keygen L10000","Sign L10000","Verify L10000","Allocate L100000","Keygen L100000","Sign L100000","Verify L100000","Allocate L1000000","Keygen L1000000","Sign L1000000","Verify L1000000","Allocate L10000000","Keygen L10000000","Sign L10000000","Verify L10000000","Allocate L100000000","Keygen L100000000","Sign L100000000","Verify L100000000","",
"DILITHIUM_2","0.0012679999999999998","0.103088","0.09802200000000001","0.027856","0.001213","0.100711","0.10282","0.028241000000000006","0.0011909999999999998","0.09949","0.099192","0.027616","0.0011879999999999998","0.098415","0.102034","0.027972999999999998","0.001214","0.099407","0.10602","0.030856","0.0006850000000000001","0.097854","0.131822","0.059266","0.0011249999999999997","0.101738","0.417891","0.344469","0.0025350000000000004","0.11264700000000001","3.2987719999999996","3.226101","0.005226","0.130596","32.437542","32.343969","0.0062770000000000005","0.13491399999999998","340.08279500000003","339.980228","",
"DILITHIUM_3","0.00081","0.11504","0.136079","0.040154999999999996","0.000724","0.11707999999999999","0.13374400000000003","0.039971","0.000701","0.115591","0.141479","0.039474999999999996","0.000707","0.11220300000000001","0.13553600000000002","0.039866","0.000694","0.112209","0.14136100000000001","0.042453000000000005","0.0007830000000000001","0.11244299999999999","0.17200400000000002","0.071534","0.00118","0.116251","0.45617899999999995","0.358726","0.002692","0.13204","3.389736","3.2798559999999997","0.005583","0.145134","32.562746000000004","32.430911","0.008224","0.14931","340.29783299999997","340.29461899999995","",
"DILITHIUM_4","0.001794","0.12748600000000002","0.139467","0.055142000000000004","0.001742","0.127446","0.14536300000000002","0.055201","0.0015489999999999998","0.125673","0.136323","0.054943","0.0016470000000000002","0.126922","0.142283","0.055811999999999994","0.0015849999999999996","0.127493","0.14310699999999998","0.058209","0.0007810000000000001","0.12662600000000002","0.170986","0.08670900000000001","0.001201","0.13286199999999998","0.45792099999999997","0.37426","0.0026400000000000004","0.141111","3.345447","3.2566189999999997","0.005441000000000001","0.15748900000000005","32.485518","32.35889","0.010886999999999999","0.16245","340.387035","340.212497","",
"Falcon-512","0.002275","12.898629","3.9142609999999998","0.042072000000000005","0.0022530000000000002","12.989036000000002","3.920771","0.041829","0.0020030000000000004","13.15145","3.917481","0.042144","0.002058","13.280265","3.9209940000000003","0.04251800000000001","0.00204","12.901189000000002","3.9310399999999994","0.045462","0.0020930000000000002","13.167326","3.9575760000000004","0.074375","0.002209","13.218127","4.252276","0.363199","0.002973","13.171536","7.1622900000000005","3.251173","0.00565","13.404718999999996","36.42729100000001","32.479642999999996","0.006852","13.426380999999997","345.022939","341.05316999999997","",
"Falcon-1024","0.003077","38.030913","8.398384","0.081189","0.0029839999999999997","38.23350000000001","8.381415","0.080864","0.002538","38.41212900000001","8.383716","0.080766","0.002589","37.885325","8.435455000000001","0.081898","0.002654","38.087451","8.39679","0.084536","0.0026249999999999997","37.03439899999999","8.415719","0.113649","0.002731","38.268183","8.723322999999999","0.402191","0.003474","38.571412","11.640123","3.293085","0.005899","38.629253000000006","40.747681","32.419822","0.006788","37.395138","348.6354990000001","340.270533","",
"Rainbow-Ia-Cyclic","0.004247000000000001","88.636651","1.125823","1.272532","0.00416","88.703973","1.130976","1.274929","0.004","88.643107","1.1304120000000002","1.2727030000000004","0.003475","88.496313","1.1243250000000002","1.271289","0.014601","88.52956","1.129861","1.2715599999999998","0.013984","88.534356","1.144915","1.2757660000000002","0.00654","88.65345800000001","1.2128329999999998","1.3240729999999998","0.003461","88.535494","1.710463","1.776774","0.005883","88.517141","6.5799009999999996","6.598806000000001","0.016901","88.62416899999998","71.80749","71.772055","",
"Rainbow-Ia-Classic","0.013959","79.828271","1.137154","1.1269529999999999","0.013709000000000002","79.80665","1.1395769999999998","1.1264960000000002","0.013786000000000001","80.007629","1.135024","1.1280979999999998","0.013248","80.090682","1.1374369999999998","1.131446","0.013396","80.042776","1.13625","1.131885","0.012982000000000002","79.962562","1.140636","1.138186","0.011359","80.021535","1.200762","1.18401","0.0036579999999999994","80.02579899999998","1.742017","1.634077","0.006016","80.009132","6.629173","6.466590000000001","0.007633999999999999","80.091577","72.170803","71.94611","",
"Rainbow-Vc-Cyclic","0.020950999999999997","3205.38084","19.275040999999998","22.725302","0.024825","3201.4873589999997","19.229796","22.691179999999996","0.024550999999999996","3200.281144","19.216784","22.672078000000003","0.024274","3200.416864","19.226588","22.674844999999998","0.024200000000000003","3193.3507550000004","19.183698999999997","22.633513","0.023770000000000003","3196.1765339999997","19.225163","22.660264","0.024151000000000002","3194.122275","19.309013","22.757199","0.021539","3191.5492889999996","20.5022","23.779666","0.007261000000000001","3198.375575","31.181174999999996","34.209909","0.015691000000000004","3200.211125","151.99808000000002","155.30475299999998","",
