Name,Allocate L0,Keygen L0,Sign L0,Verify L0,Allocate L1,Keygen L1,Sign L1,Verify L1,Allocate L10,Keygen L10,Sign L10,Verify L10,Allocate L100,Keygen L100,Sign L100,Verify L100,Allocate L1000,Keygen L1000,Sign L1000,Verify L1000,Allocate L10000,Keygen L10000,Sign L10000,Verify L10000,Allocate L100000,Keygen L100000,Sign L100000,Verify L100000,Allocate L1000000,Keygen L1000000,Sign L1000000,Verify L1000000,Allocate L10000000,Keygen L10000000,Sign L10000000,Verify L10000000,Allocate L100000000,Keygen L100000000,Sign L100000000,Verify L100000000,
"SPHINCS+-SHAKE256-128f-simple",0.006404,3.690848,46.679712,5.915138,0.006308,2.503909,46.918058,5.827254,0.005024,2.107806,45.626618,5.597534,0.004085,2.063682,45.351070,5.512251,0.004128,2.063442,45.353836,5.528224,0.004154,2.076191,45.590415,5.556115,0.004568,1.908918,46.669980,6.186724,0.005364,1.938484,55.977667,10.770210,0.006798,1.961476,147.939104,56.595583,0.008079,2.383046,1076.648576,536.554473,
"SPHINCS+-SHAKE256-128s-robust",0.007750,207.791720,1567.322886,3.861050,0.007762,205.751278,1553.467194,3.838159,0.007017,205.150483,1548.148162,3.786918,0.006275,203.649521,1538.173201,3.781744,0.006101,200.880118,1520.843292,3.754478,0.028849,201.170346,1521.306843,3.836357,0.062994,203.908142,1536.094842,4.378533,0.068884,204.923198,1555.360978,8.965370,0.071911,211.557508,1666.645287,54.714480,0.008490,208.215869,2609.361862,532.112864,
"SPHINCS+-SHAKE256-128s-simple",0.007704,113.741419,864.773356,1.988863,0.007690,113.468581,859.668804,1.976673,0.006958,112.050992,855.465857,1.964849,0.006187,111.790496,855.170853,1.968839,0.006284,111.818006,853.964751,1.986813,0.029168,111.150434,851.080755,2.202519,0.047202,109.853402,842.600636,2.526980,0.050597,111.362278,859.344672,7.071987,0.053856,114.988221,961.685599,52.869051,0.008207,111.819693,1897.895073,531.227196,
"SPHINCS+-SHAKE256-192f-robust",0.007487,7.910934,137.402306,16.358508,0.007280,6.987005,135.213866,16.148266,0.007182,6.441208,131.573167,15.737281,0.006836,6.513343,131.570705,15.720018,0.006836,6.570051,131.587596,15.729097,0.007115,6.650999,131.977712,15.877877,0.550470,4.764799,133.157070,17.652067,0.550079,4.829902,143.154615,22.332324,0.579704,4.893794,237.483343,68.307270,0.008618,7.420458,1167.075289,546.953931,
"SPHINCS+-SHAKE256-192f-simple",0.006426,3.867816,74.753892,8.352084,0.005698,3.288897,72.422120,8.052358,0.005527,3.301771,72.459355,8.031462,0.005412,3.318798,72.501471,8.028178,0.005370,3.324933,72.533933,8.018758,0.005300,3.305738,72.707375,8.016219,0.231584,2.598222,73.762445,8.990129,0.231853,2.646124,83.468466,13.683302,0.224023,2.661815,176.262275,59.655616,0.009353,3.866058,1103.622769,539.758092,
"SPHINCS+-SHAKE256-192s-robust",0.007630,301.774034,2708.153806,5.599233,0.007302,298.358140,2677.272231,5.574771,0.006429,294.149689,2639.158315,5.425849,0.005769,294.202578,2639.589889,5.424134,0.005991,294.221607,2652.707123,5.427103,0.006110,295.904251,2654.263992,5.467681,0.148759,298.770232,2668.654059,6.206558,0.142170,300.352559,2664.975501,10.833391,0.132458,302.138235,2757.067723,56.502957,0.008874,310.368529,3683.550723,533.542556,
"SPHINCS+-SHAKE256-192s-simple",0.006871,162.195534,1484.901972,2.875010,0.006616,162.073205,1482.860623,2.832144,0.005853,160.927165,1482.099384,2.801928,0.005574,159.196386,1481.183093,2.801811,0.005590,159.206202,1478.629092,2.802088,0.005819,159.981664,1484.102374,2.870503,0.082762,161.338620,1492.676787,3.431007,0.073903,162.606066,1497.171246,8.024054,0.064071,163.355335,1587.983768,53.745438,0.008909,168.067470,2514.553945,530.636180,
"SPHINCS+-SHAKE256-256f-robust",0.007621,14.981354,261.307108,16.780631,0.007735,14.203680,255.775586,16.534639,0.007420,14.233413,255.611784,16.542832,0.007302,14.280918,255.649357,16.609102,0.007358,14.346514,256.515202,16.702003,0.007307,14.413997,256.708135,16.665419,0.598658,12.415625,258.718395,18.703307,0.599236,12.494813,267.950374,23.364356,0.607511,12.653482,358.163538,69.043670,0.008695,14.997789,1282.758229,543.180297,
"SPHINCS+-SHAKE256-256f-simple",0.006778,7.534211,142.051259,8.530945,0.006787,7.517485,140.965487,8.471927,0.006457,7.542568,141.291403,8.438410,0.006468,7.572084,141.415328,8.417811,0.006325,7.604443,141.799711,8.446689,0.006477,7.616756,142.049933,8.463113,0.242000,6.800303,143.188385,9.522412,0.230540,6.863731,152.366140,14.145414,0.222000,6.983738,243.116405,59.840100,0.008784,7.833795,1170.298286,536.146776,
"SPHINCS+-SHAKE256-256s-robust",0.007715,195.608007,2264.775512,8.141887,0.007539,194.966037,2258.625832,8.091276,0.007366,194.986414,2258.832833,8.103856,0.007136,194.980731,2258.637415,8.093041,0.007120,194.919442,2263.092678,8.143132,0.007158,195.573042,2267.004847,8.237021,0.198152,196.219337,2273.772460,9.246512,0.201305,196.947913,2277.962260,13.837991,0.202652,200.396219,2367.943913,59.459735,0.008936,201.827265,3298.455980,536.469735,
"SPHINCS+-SHAKE256-256s-simple",0.006943,107.309633,1292.761270,4.230089,0.006920,105.991903,1292.637304,4.205506,0.006523,105.992102,1292.668223,4.217144,0.006145,106.014225,1293.186099,4.249284,0.006211,105.969231,1288.695815,4.282852,0.006336,106.326698,1292.382896,4.338944,0.141734,106.900265,1298.164817,4.959177,0.137019,107.388978,1309.769593,9.555601,0.128227,109.301613,1394.739113,55.334409,0.008435,109.088703,2322.867085,530.882008,
