Same Time (ms),Diff Time (ms),
0.000463,0.000442,
0.000444,0.000484,
0.000472,0.000464,
0.000433,0.000433,
0.000451,0.000457,
0.000450,0.000447,
0.000457,0.000436,
0.000444,0.000443,
0.000470,0.000496,
0.000473,0.000443,
