Same Time (ms),Diff Time (ms),
0.001770,0.000911,
0.001718,0.000861,
0.001751,0.000781,
0.001775,0.000818,
0.001738,0.000814,
0.001733,0.000823,
0.001706,0.000806,
0.001709,0.000907,
0.001763,0.000814,
0.001701,0.000839,
