Same Time (ms),Diff Time (ms),
0.001160,0.000761,
0.001181,0.000755,
0.001138,0.000711,
0.001138,0.000707,
0.001182,0.000725,
0.001105,0.000696,
0.001129,0.000708,
0.001198,0.000715,
0.001155,0.000671,
0.001147,0.000697,
