Same Time (ms),Diff Time (ms),
0.000316,0.000322,
0.000321,0.000326,
0.000355,0.000317,
0.000318,0.000312,
0.000321,0.000329,
0.000314,0.000327,
0.000318,0.000329,
0.000333,0.000374,
0.000332,0.000351,
0.000307,0.000328,
