Name,Allocate L0,Keygen L0,Sign L0,Verify L0,Allocate L1,Keygen L1,Sign L1,Verify L1,Allocate L10,Keygen L10,Sign L10,Verify L10,Allocate L100,Keygen L100,Sign L100,Verify L100,Allocate L1000,Keygen L1000,Sign L1000,Verify L1000,Allocate L10000,Keygen L10000,Sign L10000,Verify L10000,Allocate L100000,Keygen L100000,Sign L100000,Verify L100000,Allocate L1000000,Keygen L1000000,Sign L1000000,Verify L1000000,Allocate L10000000,Keygen L10000000,Sign L10000000,Verify L10000000,Allocate L100000000,Keygen L100000000,Sign L100000000,Verify L100000000,
"SPHINCS+-Haraka-256f-robust",0.003900,1.158400,24.204800,0.705100,0.002000,1.136500,24.180600,0.705400,0.003100,1.149200,24.187800,0.703200,0.002100,1.148400,24.180800,0.709300,0.004200,1.161500,24.184100,0.710300,0.002400,1.139600,24.171400,0.718000,0.002100,1.140100,24.406900,0.845400,0.003100,1.144800,26.884800,2.101600,0.007500,1.168500,51.995300,14.948000,0.009300,1.173000,322.934700,163.484100,
"SPHINCS+-Haraka-256f-simple",0.003500,1.017100,20.738400,0.504000,0.002600,1.015700,20.680100,0.507100,0.002200,1.008700,20.684500,0.505200,0.001800,1.009200,20.687400,0.500000,0.002200,1.011300,20.694300,0.499500,0.001900,1.013400,20.713100,0.514000,0.001700,1.007600,20.952000,0.640300,0.003900,1.031100,23.505700,1.929500,0.006800,1.032400,48.629200,14.842400,0.008600,1.047100,319.416900,163.338200,
"SPHINCS+-Haraka-256s-robust",0.006900,17.071700,247.910700,0.377400,0.005300,17.078300,247.893400,0.373200,0.005700,17.091500,248.194800,0.370900,0.004700,17.062800,247.904200,0.372400,0.004300,17.052700,247.875300,0.376100,0.004500,17.061400,247.868800,0.387400,0.004300,17.052200,248.320900,0.513200,0.004800,17.071400,250.904800,1.792700,0.007700,17.148700,276.179300,14.747300,0.008600,17.108800,547.650700,163.873300,
"SPHINCS+-Haraka-256s-simple",0.005500,14.540700,202.963800,0.279000,0.004900,14.558200,202.868500,0.266000,0.005200,14.566400,202.999600,0.266900,0.004300,14.551000,203.011500,0.269300,0.004900,14.564900,202.929800,0.273600,0.003600,14.572500,202.832600,0.281700,0.004400,14.548000,203.161800,0.415100,0.004700,14.546100,205.497300,1.706100,0.006800,14.544600,230.276000,14.604100,0.009200,14.572300,500.676000,163.065600,
"SPHINCS+-SHA256-128f-robust",0.003800,1.530700,36.966300,2.832800,0.002700,1.523800,36.979500,2.828900,0.003000,1.530100,36.965800,2.846200,0.004500,1.540800,36.990300,2.841200,0.003000,1.526900,36.945800,2.842300,0.002100,1.521500,36.922800,2.863000,0.002300,1.524100,37.059500,2.905400,0.002500,1.520700,38.090800,3.486400,0.006300,1.541700,49.326600,9.368000,0.008100,1.560900,180.645200,88.306400,
"SPHINCS+-SHA256-128f-simple",0.004500,0.847900,19.924700,1.496500,0.002400,0.843600,19.857400,1.523700,0.002500,0.846300,19.861400,1.533100,0.002100,0.843800,19.888400,1.506000,0.002100,0.848300,19.894200,1.494200,0.001900,0.842000,19.879700,1.507600,0.002100,0.844800,19.990600,1.584700,0.002600,0.846700,21.072400,2.127200,0.005700,0.867700,32.236200,8.040800,0.008200,0.879700,163.647500,86.924900,
"SPHINCS+-SHA256-128s-robust",0.006000,93.062400,707.778000,0.971200,0.005600,93.036100,707.532000,0.977700,0.005600,93.069900,707.753200,0.981300,0.005200,93.167500,708.657400,0.995800,0.005100,93.135200,708.216200,0.968700,0.004400,93.107200,707.665400,0.978100,0.004300,93.075500,707.673400,1.029900,0.006100,93.195400,708.876100,1.672400,0.007000,93.188000,720.852400,7.583900,0.008400,93.365500,852.638800,86.429500,
"SPHINCS+-SHA256-128s-simple",0.006000,49.738900,377.932000,0.533700,0.005200,49.734400,377.865100,0.531300,0.005300,49.741500,377.904800,0.534200,0.005100,49.733400,377.923200,0.546900,0.004900,49.737700,378.049700,0.537600,0.004300,49.787800,378.254000,0.550500,0.004400,49.753000,378.191200,0.606100,0.005000,49.787500,379.583000,1.204200,0.007000,49.782400,390.436500,7.095400,0.008300,50.177200,522.994800,85.989700,
"SPHINCS+-SHA256-192f-robust",0.003600,2.173600,60.154400,4.334300,0.003200,2.167100,60.197000,4.377100,0.002200,2.166700,60.097300,4.383900,0.002500,2.170300,60.208300,4.333800,0.002700,2.168700,60.182200,4.378100,0.002700,2.176100,60.178000,4.399000,0.002700,2.170800,60.322500,4.390000,0.003300,2.171100,61.332800,5.022600,0.006700,2.191000,72.567600,10.938300,0.008000,2.191700,203.728200,89.810300,
"SPHINCS+-SHA256-192f-simple",0.003300,1.171300,32.291200,2.263500,0.002500,1.161700,32.271900,2.231900,0.002300,1.161800,32.244200,2.232700,0.002000,1.168200,32.254700,2.242200,0.002400,1.160600,32.234600,2.252800,0.002600,1.170300,32.283200,2.256800,0.002100,1.177200,32.372300,2.310300,0.002700,1.166800,33.431000,2.846500,0.006200,1.188600,44.595400,8.779500,0.008300,1.203300,176.143500,87.767400,
"SPHINCS+-SHA256-192s-robust",0.005900,134.930600,1330.406600,1.505200,0.005700,134.845400,1329.541300,1.523500,0.005700,134.998400,1330.361100,1.529200,0.005100,135.063700,1331.377300,1.524100,0.005300,135.276000,1331.954900,1.508900,0.005400,135.270500,1332.518000,1.524500,0.004700,135.241800,1332.514500,1.613400,0.005000,135.043500,1331.281300,2.189800,0.007300,135.129300,1343.169400,8.176400,0.008300,135.282800,1478.609200,87.103800,
"SPHINCS+-SHA256-192s-simple",0.005900,70.190300,715.094100,0.785600,0.005900,70.176200,714.685800,0.792300,0.005800,70.203700,714.881600,0.772200,0.004800,70.236700,715.855600,0.777900,0.005000,70.262600,715.517500,0.781700,0.004700,70.185900,714.933800,0.787800,0.005000,70.124100,714.558300,0.847000,0.004800,70.075300,715.502800,1.440600,0.006500,70.173300,727.100300,7.375100,0.008000,70.596100,863.442200,86.164000,
"SPHINCS+-SHA256-256f-robust",0.005800,11.531100,235.473100,4.844100,0.005400,11.526600,235.642600,4.740100,0.005600,11.524100,235.418400,4.813700,0.004600,11.514500,235.504700,4.827500,0.004800,11.530400,235.453900,4.845600,0.004700,11.525800,235.489900,4.831300,0.005100,11.540300,235.591900,4.838600,0.005200,11.533200,236.796200,5.438300,0.007200,11.547700,247.902500,11.471500,0.008800,11.549100,379.074800,90.378300,
"SPHINCS+-SHA256-256f-simple",0.004900,2.906300,62.220400,2.313700,0.003700,2.902500,62.237600,2.315600,0.003000,2.896300,62.227000,2.303800,0.003200,2.897700,62.218100,2.321600,0.003400,2.893000,62.201600,2.282400,0.002800,2.901700,62.222500,2.322000,0.003400,2.900900,62.330000,2.382100,0.004000,2.909800,63.397200,2.964000,0.007200,2.937900,74.738800,8.889400,0.008900,2.950700,205.909500,87.893000,
"SPHINCS+-SHA256-256s-robust",0.006700,183.434100,2168.791200,2.441800,0.006200,183.658600,2169.576300,2.431700,0.006500,183.622500,2169.938500,2.463300,0.005400,183.441400,2169.385800,2.445600,0.005800,183.416900,2169.528300,2.456300,0.005100,183.640900,2169.534400,2.445200,0.005500,183.784900,2170.521200,2.519300,0.005900,183.449900,2170.300000,3.113800,0.007300,183.566900,2181.372400,9.032700,0.008700,183.464200,2314.032500,87.978100,
"SPHINCS+-SHA256-256s-simple",0.006500,45.169000,588.137400,1.148800,0.005900,45.135100,587.571200,1.139300,0.005900,45.157800,587.560500,1.151500,0.005200,45.147600,587.823900,1.146500,0.005300,45.134500,587.570200,1.129800,0.005100,45.153500,587.752800,1.145400,0.005400,45.186000,588.518800,1.203800,0.005800,45.230400,589.906000,1.813900,0.006900,45.280200,600.841900,7.725300,0.008700,45.382800,732.153100,86.610500,
"SPHINCS+-SHAKE256-128f-robust",0.005500,3.372400,85.018700,10.418900,0.006000,4.297900,84.312700,10.299900,0.006100,5.723700,83.510300,10.232900,0.005400,5.737600,83.474600,10.126400,0.005600,5.469200,83.247200,10.184400,0.005300,3.428200,83.542700,12.162900,0.005300,3.279000,86.314200,10.888300,0.006000,3.364600,95.630900,15.709600,0.007100,3.368200,187.426400,61.722000,0.007900,3.702400,1112.162400,539.374400,
"SPHINCS+-SHAKE256-128f-simple",0.006300,3.107000,47.581800,5.224200,0.006400,3.185300,47.633700,5.276400,0.006100,3.238000,47.536500,5.218900,0.005400,3.143300,47.503700,5.295600,0.005300,2.996300,47.626200,5.282400,0.006300,2.005000,47.552800,6.611700,0.004600,1.860700,48.041600,6.048200,0.005400,1.905100,58.553700,10.792300,0.006500,1.908200,149.376000,56.767300,0.007800,2.083200,1074.787300,534.235400,
